Tulossa,Poistuu,Malli,Numero,Kohteen osoite,Postinumero,Postitoimipaikka,Sijaintipaikan tyyppi,Sijaintipaikka,Aukioloaika,Aukioloaika (lisätiedot),Koordinaatti LAT,Koordinaatti LON
,,P,05667,HEIMOLANTIE 1,12400,TERVAKOSKI,PANKIN KONTTORI,OP TERVAKOSKI,24 H AUKIOLO,,60.816527,24.630774
,,EP,05565,HELSINGINTIE 1426,12400,TERVAKOSKI,HUOLTOASEMA,NESTE LINNATUULI,LIIKETILAN AUKIOLO,,60.849160,24.605990
,,P,05818,ETELÄKATU 14,13100,HÄMEENLINNA,KAUPPAKESKUS,TAVASTILA,24 H AUKIOLO,,60.993679,24.460397
,,O,04847,HÄMEENSAARENTIE 7,13100,HÄMEENLINNA,TAVARATALO,K-CITYMARKET HÄMEENSAARI,24 H AUKIOLO,,60.992330,24.460910
,,EP,05512,KAIVOKATU 7,13100,HÄMEENLINNA,KAUPPAKESKUS,GOODMAN /1 KRS, HEMTEXIN VIERESSÄ,LIIKETILAN AUKIOLO,,60.995210,24.454940
,,T,40067,KAIVOKATU 7,13100,HÄMEENLINNA,KAUPPAKESKUS,GOODMAN / P1. KRS, GALLERIAN KÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.995920,24.454860
,,O,05053,RAATIHUONEENKATU 17,13100,HÄMEENLINNA,PANKIN KONTTORI,NORDEA HÄMEENLINNA,24 H AUKIOLO,,60.996050,24.464890
,,P,05776,RAATIHUONEENKATU 21,13100,HÄMEENLINNA,PANKIN KONTTORI,OP HÄMEENLINNA,24 H AUKIOLO,,60.995750,24.463300
,,T,40049,RAATIHUONEENKATU 21-23,13100,HÄMEENLINNA,KAUPPAKESKUS,OPTELLI,LIIKETILAN AUKIOLO,,60.995352,24.462360
,,P,05888,KATSASTUSMIEHENTIE 6,13130,HÄMEENLINNA,TAVARATALO,K-CITYMARKET HÄMEENLINNA,24 H AUKIOLO,,61.006650,24.419200
,,EP,05597,PITKÄTANHUANKATU 1,13130,HÄMEENLINNA,KAUPPA,TOKMANNI TIIRIÖ,LIIKETILAN AUKIOLO,,61.009910,24.411710
,,O+,40295,AULANGONTIE 1,13210,HÄMEENLINNA,TAVARATALO,K-SUPERMARKET HÄTILÄ,LIIKETILAN AUKIOLO,,61.001820,24.483590
,,O,04988,HÄTILÄNKATU 2,13210,HÄMEENLINNA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,61.003290,24.488380
,,P,05771,HONGISTONKUJA 8,13500,HÄMEENLINNA,LIIKEKIINTEISTÖ,JUKOLAN LIIKEKESKUS,LIIKETILAN AUKIOLO,,60.984380,24.417030
,,O,03934,OJOISTENKATU 2,13600,HÄMEENLINNA,LIIKEKIINTEISTÖ,OJOISTEN LIIKEKESKUS,24 H AUKIOLO,,61.007233,24.442845
,,O,04333,KINNALANTIE 3,13720,PAROLA,LIIKEKIINTEISTÖ,HATTULAN SÄÄSTÖPANKIN TORI,24 H AUKIOLO,,61.055290,24.372830
,,O+,40279,HARVIALANTIE 3,14200,TURENKI,KAUPPA,K-SUPERMARKET TURENKI,LIIKETILAN AUKIOLO,,60.921640,24.649910
,,P,05773,HARVIALANTIE 7,14200,TURENKI,PANKIN KONTTORI,OP JANAKKALA,24 H AUKIOLO,,60.922732,24.648636
,,T,40079,HARVIALANTIE 7,14200,TURENKI,PANKIN KONTTORI,OP JANAKKALA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 5.00 -22.00,60.922720,24.648070
,,O,04570,RENGONRAITTI 16,14300,RENKO,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.893990,24.281000
,,O,04164,KOTKAJÄRVENTIE 1,14500,IITTALA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,61.090870,24.136280
,,O,04328,HAUHONTIE 13,14700,HAUHO,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,61.172100,24.562420
,,P,05853,POHJOISTENTIE 70,14810,TUULOS,KAUPPAKESKUS,TUULONEN,24 H AUKIOLO,,61.106370,24.865315
,,O,04290,LAUNEENKATU 14,15100,LAHTI,HUOLTOASEMA,NESTE LAUNE,24 H AUKIOLO,,60.967970,25.653970
,,P,05946,MANNERHEIMINKATU 15,15100,LAHTI,RAUTATIEASEMA,LAHDEN ASEMARAKENNUS,LIIKETILAN AUKIOLO,,60.976880,25.657820
,,T,40035,ALEKSANTERINKATU 8,15110,LAHTI,PANKIN KONTTORI,DANSKE LAHTI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-22,60.983390,25.654520
,,P,05916,ALEKSANTERINKATU 18,15140,LAHTI,KAUPPAKESKUS,TRIO,24 H AUKIOLO,,60.982650,25.662220
,,EP,05535,ALEKSANTERINKATU 18-22,15140,LAHTI,KAUPPAKESKUS,TRIO / ALEKSANTERI POHJAKERROS,LIIKETILAN AUKIOLO,,60.982650,25.662220
,,T,40050,ALEKSANTERINKATU 18-22,15140,LAHTI,KAUPPAKESKUS,TRIO,LIIKETILAN AUKIOLO,,60.983150,25.664570
,,P,05918,KAUPPAKATU 13,15140,LAHTI,TAVARATALO,K-CITYMARKET PAAVOLA,24 H AUKIOLO,,60.985970,25.666250
,,O,04493,KAUPPAKATU 18,15140,LAHTI,KAUPPAKESKUS,SYKE / PÄÄKÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.987140,25.664810
,,EP,05619,KAUPPAKATU 18,15140,LAHTI,KAUPPAKESKUS,SYKE / S-MARKET,LIIKETILAN AUKIOLO,,60.987410,25.663690
,,O+,40274,KARJALANKATU 43,15150,LAHTI,KAUPPA,K-MARKET MÖYSÄ,24 H AUKIOLO,,60.979140,25.682600
,,P,05961,KAUPPIAANKATU 2,15160,LAHTI,KAUPPAKESKUS,KARISMA,24 H AUKIOLO,,60.981780,25.736280
,,T,40157,KAUPPIAANKATU 2,15160,LAHTI,KAUPPAKESKUS,KARISMA,LIIKETILAN AUKIOLO,,60.981020,25.734940
,,P,06036,ALASENKATU 1,15300,LAHTI,KAUPPA,K-SUPERMARKET AHTIALA,24 H AUKIOLO,,60.998910,25.758600
,,EP,05544,AJOKATU 53,15500,LAHTI,KAUPPAKESKUS,K-CITYMARKET LAUNE,LIIKETILAN AUKIOLO,,60.964820,25.658630
,,O,05210,LÄHDETIE 2,15540,VILLÄHDE,KAUPPA,K-MARKET SOLINA,24 H AUKIOLO,,60.950610,25.812320
,,P,05875,LEKATIE 1,15550,NASTOLA,PANKIN KONTTORI,OP NASTOLA,24 H AUKIOLO,,60.936357,25.960564
,,O+,40183,MUURARINTIE 3,15550,NASTOLA,KAUPPA,K-SUPERMARKET NASTOLA,24 H AUKIOLO,,60.937210,25.962390
,,EP,05563,KAUPPAKAARI 1,15560,NASTOLA,TAVARATALO,TOKMANNI NASTOLA,LIIKETILAN AUKIOLO,,60.945300,25.899540
,,EP,05473,ALHONKATU 3,15610,LAHTI,TAVARATALO,TOKMANNI,LIIKETILAN AUKIOLO,,60.949910,25.648540
,,O,04584,PASAASI 2,15700,LAHTI,KAUPPAKESKUS,KÄRKKÄINEN / LAHTI,24 H AUKIOLO,,60.934910,25.625810
,,T,40097,PASAASI 2,15700,LAHTI,TAVARATALO,KÄRKKÄINEN / LAHTI,LIIKETILAN AUKIOLO,,60.934560,25.624880
,,O,04515,HENNALANKATU 5,15810,LAHTI,KAUPPA,K-SUPERMARKET OKEROINEN,24 H AUKIOLO,,60.966610,25.581420
,,EP,05545,KESKUSSAIRAALANKATU 7,15850,LAHTI,SAIRAALA,PÄIJÄT-HÄMEEN KESKUSSAIRAALA,LIIKETILAN AUKIOLO,,60.991119,25.568203
,,EP,05480,KESKIKANKAANTIE 4,15860,HOLLOLA,TAVARATALO,TOKMANNI,LIIKETILAN AUKIOLO,,60.989730,25.535400
,,P,06002,HOPEAKALLIONTIE 2,15870,HOLLOLA,LIIKENNEPAIKKA,HOLLOLAN MATKAKEIDAS,24 H AUKIOLO,,60.981830,25.489240
,,T,40076,KANSANKATU 8,15870,HOLLOLA,PANKIN KONTTORI,OP HOLLOLA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-23,60.989100,25.515880
,,P,05775,TARMONTIE 7,15870,HOLLOLA,KAUPPA,K-SUPERMARKET HOLLOLA,24 H AUKIOLO,,60.988910,25.544900
,,O+,40194,ERKONTIE 11,16300,ORIMATTILA,PANKIN KONTTORI,OP ORIMATTILA,24 H AUKIOLO,,60.804621,25.732582
,,O,04927,KÄKELÄNTIE 3,16300,ORIMATTILA,KAUPPA,K-SUPERMARKET ORIMATTILA,24 H AUKIOLO,,60.803110,25.735100
,,O+,40241,HÄHKÄNIEMENTIE 3,16600,JÄRVELÄ,PANKIN KONTTORI,OP KÄRKÖLÄ,24 H AUKIOLO,,60.868240,25.274950
,,O,04748,KESKUSTIE 25,16800,HÄMEENKOSKI,PANKIN KONTTORI,OP HÄMEENKOSKI,24 H AUKIOLO,,61.021128,25.156658
,,P,06012,MOMMILANTIE 12,16900,LAMMI,KAUPPA,K-MARKET MALLAS,24 H AUKIOLO,,61.077240,25.011840
,,O,04229,MAAKAUPANTIE 1,17200,VÄÄKSY,KAUPPA,K-SUPERMARKET VÄÄKSY,24 H AUKIOLO,,61.173240,25.545680
,,O+,40184,RUSTHOLLINTIE 1,17200,VÄÄKSY,PANKIN KONTTORI,OP VÄÄKSY,24 H AUKIOLO,,61.172226,25.550473
,,P,05852,KESKUSTIE 21,17500,PADASJOKI,PANKIN KONTTORI,OP PADASJOKI,24 H AUKIOLO,,61.350650,25.276850
,,P,05855,TORITIE 51,17800,KUHMOINEN,PANKIN KONTTORI,OP KUHMOINEN,24 H AUKIOLO,,61.563460,25.182090
,,O+,40325,HEVOSSAARENTIE 1,18100,HEINOLA,TAVARATALO,K-CITYMARKET HEINOLA,24 H AUKIOLO,,61.193020,25.998380
,,O+,40326,SAVONTIE 5,18100,HEINOLA,KAUPPA,K-MARKET HEINOLANTORI,LIIKETILAN AUKIOLO,,61.203060,26.030420
,,T,40083,SAVONTIE 7,18100,HEINOLA,PANKIN KONTTORI,OP HEINOLA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-21,61.203480,26.030910
,,EP,05608,TYÖMIEHENKATU 31,18200,HEINOLA,TAVARATALO,TOKMANNI HEINOLA,LIIKETILAN AUKIOLO,,61.231910,26.043730
,,O,04613,VANHATIE 37,18300,HEINOLA,KAUPPA,K-MARKET KYLÄTÄHTI,24 H AUKIOLO,,61.248160,26.060443
,,O,04707,TERVALAMMENTIE 1,19110,VIERUMÄKI,LIIKENNEPAIKKA,VIERUMÄEN MATKAKEIDAS,24 H AUKIOLO,,61.112820,25.927920
,,O,05138,MÄYRÄTIE 1,19410,KUORTTI,LIIKENNEPAIKKA,ABC KUORTTI,LIIKETILAN AUKIOLO,,61.422338,26.434926
,,O,04041,VIRASTOKUJA 2,19430,PERTUNMAA,PANKIN KONTTORI,OP PERTUNMAA,24 H AUKIOLO,,61.504260,26.481704
,,O+,40230,KESKUSTIE 48,19600,HARTOLA,PANKIN KONTTORI,OP HARTOLA,24 H AUKIOLO,,61.578710,26.021730
,,O,05157,KESKUSTIE 3,19650,JOUTSA,PANKIN KONTTORI,OP JOUTSA,24 H AUKIOLO,,61.742620,26.108720
,,O+,40229,SYSMÄNTIE 36,19700,SYSMÄ,PANKIN KONTTORI,OP SYSMÄ,24 H AUKIOLO,,61.501740,25.686800
,,O,04344,ANINKAISTENKATU 20,20100,TURKU,LINJA-AUTOASEMA,LINJA-AUTOASEMA TURKU,24 H AUKIOLO,,60.456840,22.268570
,,P,05881,EERIKINKATU 19,20100,TURKU,KAUPPAKESKUS,CENTRUM,LIIKETILAN AUKIOLO,,60.449400,22.262570
,,O,05005,KAUPPIASKATU 9 B,20100,TURKU,PANKIN KONTTORI,NORDEA KAUPPATORI,24 H AUKIOLO,,60.452470,22.267640
,,O,05006,KAUPPIASKATU 9 B,20100,TURKU,PANKIN KONTTORI,NORDEA KAUPPATORI,24 H AUKIOLO,,60.452390,22.267760
,,T,40036,KAUPPIASKATU 9 B,20100,TURKU,PANKIN KONTTORI,NORDEA KAUPPATORI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-22,60.452360,22.267850
,,T,40044,MAARIANKATU 4,20100,TURKU,PANKIN KONTTORI,OP TURKU,ITSEPALVELUALUEEN AUKIOLO,klo 6 - 23,60.454370,22.268730
,,O,04928,PUUTARHAKATU 36,20100,TURKU,KAUPPA,K-MARKET PORTSA,24 H AUKIOLO,,60.446280,22.242960
,,O,04228,VERKATEHTAANKATU 4,20100,TURKU,KAUPPA,K-MARKET VERKAHOVI,24 H AUKIOLO,,60.457680,22.273540
,,P,05959,YLIOPISTONKATU 20,20100,TURKU,KAUPPAKESKUS,HANSATORI,LIIKETILAN AUKIOLO,,60.450520,22.263940
,,P,05960,YLIOPISTONKATU 20,20100,TURKU,KAUPPAKESKUS,HANSATORI,LIIKETILAN AUKIOLO,,60.450520,22.263940
,,T,40033,YLIOPISTONKATU 20,20100,TURKU,PANKIN KONTTORI,DANSKE TURKU,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6 - 22,60.451370,22.264540
,,P,05895,YLIOPISTONKATU 29 B,20100,TURKU,TAVARATALO,KIVIKUKKARO,24 H AUKIOLO,,60.450540,22.260870
,,O,04399,EERIKINKATU 2,20110,TURKU,KAUPPA,KIRKKOSILTA,24 H AUKIOLO,,60.452768,22.273095
,,O,04535,HYRKÖISTENTIE 26,20240,TURKU,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.453150,22.160640
,,P,05795,PITKÄMÄENKATU 4,20250,TURKU,TAVARATALO,K-SUPERMARKET MANHATTAN,24 H AUKIOLO,,60.457830,22.236330
,,EP,05558,MARKULANTIE 150,20320,TURKU,KAUPPAKESKUS,K-CITYMARKET LÄNSIKESKUS / KIOSKI,LIIKETILAN AUKIOLO,,60.472000,22.232600
,,EP,05559,MARKULANTIE 150,20320,TURKU,KAUPPAKESKUS,K-CITYMARKET LÄNSIKESKUS / ALKO,LIIKETILAN AUKIOLO,,60.471910,22.232590
,,T,40094,MARKULANTIE 150,20320,TURKU,TAVARATALO,K-CITYMARKET LÄNSIKESKUS,LIIKETILAN AUKIOLO,,60.471890,22.232900
,,O+,40254,VIILARINKATU 8,20320,TURKU,TAVARATALO,TOKMANNI LÄNSIKESKUS,LIIKETILAN AUKIOLO,,60.472620,22.225580
,,O,05441,PIIPARINPOLKU 23,20360,TURKU,RAVINTOLA,RAVINTOLA SATAMA,24 H AUKIOLO,,60.489940,22.266360
,,O,04708,MITTUMAARINTIE 73,20400,TURKU,KAUPPA,K-MARKET MOISIO,24 H AUKIOLO,,60.534870,22.306050
,,O+,40220,KIINANMYLLYNKATU 3,20500,TURKU,PANKIN KONTTORI,OP HÄMEENKATU,24 H AUKIOLO,,60.453060,22.286920
,,O+,40316,HAKAKATU 16,20540,TURKU,TAVARATALO,K-SUPERMARKET NUMMENPAKKA,LIIKETILAN AUKIOLO,,60.457590,22.308480
,,O,05204,HÄMEENTIE 24,20540,TURKU,LIIKEKIINTEISTÖ,NUMMENMÄKI,24 H AUKIOLO,,60.455666,22.297798
,,O,04772,REIVIKATU 5,20540,TURKU,TAVARATALO,K-CITYMARKET RAVATTULA,24 H AUKIOLO,,60.469640,22.356110
,,O,05127,VANHA HÄMEENTIE 112,20540,TURKU,KAUPPA,K-MARKET HANSKI,24 H AUKIOLO,,60.458740,22.321680
,,O,04478,LITTOISTENTIE 81,20610,TURKU,KAUPPAKESKUS,ITÄKESKUS TURKU / KÄYTÄVÄ,LIIKETILAN AUKIOLO,,60.443170,22.359420
,,O,05148,LITTOISTENTIE 81,20610,TURKU,KAUPPAKESKUS,ITÄKESKUS TURKU,24 H AUKIOLO,,60.443450,22.358330
,,O,04990,UUSI LITTOISTENTIE 48,20660,LITTOINEN,KAUPPA,K-MARKET LITTOINEN,24 H AUKIOLO,,60.444840,22.393260
,,O,04823,KASKENTIE 2,20700,TURKU,HUOLTOASEMA,NESTE MOTOREST,24 H AUKIOLO,,60.441389,22.280319
,,EP,05501,UUDENMAANTIE 17,20700,TURKU,TAVARATALO,K-CITYMARKET KUPITTAA,24 H AUKIOLO,,60.442510,22.286920
,,O+,40215,UUDENMAANTIE 17,20700,TURKU,TAVARATALO,K-CITYMARKET KUPITTAA,LIIKETILAN AUKIOLO,,60.442250,22.286020
,,EP,05596,SKANSSINKATU 10,20730,TURKU,KAUPPAKESKUS,SKANSSI/ P-TASO,LIIKETILAN AUKIOLO,,60.429640,22.321290
,,O+,40306,SKANSSINKATU 10,20730,TURKU,KAUPPAKESKUS,SKANSSI P-TASO,LIIKETILAN AUKIOLO,,60.429720,22.319300
,,O,04738,KATARAISTENTIE 7,20740,TURKU,KAUPPAKESKUS,KOIVULAN LIIKEKESKUS,24 H AUKIOLO,,60.417860,22.300850
,,O,04953,LAUKLÄHTEENKATU 10,20740,TURKU,KAUPPA,K-MARKET ILPOINEN,24 H AUKIOLO,,60.422489,22.284954
,,EP,05618,JÄNNEKATU 4,20760,PIISPANRISTI,TAVARATALO,TOKMANNI PIISPANRISTI,LIIKETILAN AUKIOLO,,60.414780,22.328790
,,P,05997,HOVIRINNANTIE 5,20780,KAARINA,KAUPPA,K-SUPERMARKET KATARIINA,24 H AUKIOLO,,60.407120,22.362740
,,T,40144,OSKARINAUKIO 3,20780,KAARINA,PANKIN KONTTORI,OP KAARINA,ITSEPALVELUALUEEN AUKIOLO,klo 6- 23,60.407930,22.369780
,,P,05794,ITÄINEN RANTAKATU 60,20810,TURKU,KAUPPA,K-SUPERMARKET FÖRI,24 H AUKIOLO,,60.440290,22.248400
,,O,04162,KUPITTAANKATU 146,20810,TURKU,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.437100,22.258080
,,O,05042,MARTINKATU 5,20810,TURKU,KAUPPA,K-MARKET MARTINMYLLY,24 H AUKIOLO,,60.442580,22.257640
,,O,05000,RÄTIÄLÄNKATU 24,20810,TURKU,KAUPPA,K-MARKET ISPO,24 H AUKIOLO,,60.427387,22.269312
,,O,04955,RATSUMIEHENKATU 8,20880,TURKU,KAUPPA,K-MARKET UITTAMO,24 H AUKIOLO,,60.421396,22.264188
,,P,06007,AAMUNKOITONKATU 1,20900,TURKU,KAUPPA,K-MARKET DELI,24 H AUKIOLO,,60.395020,22.222870
,,O+,40319,VANHA KAKSKERRANTIE 1,20900,TURKU,KAUPPA,K-SUPERMARKET HIRVENSALO,24 H AUKIOLO,,60.418680,22.228660
,,P,05827,ALPPILANKATU 2,21100,NAANTALI,KAUPPA,K-SUPERMARKET ELLEN,24 H AUKIOLO,,60.466700,22.031900
,,T,40135,TULLIKATU 12,21100,NAANTALI,PANKIN KONTTORI,OP NAANTALI,ITSEPALVELUALUEEN AUKIOLO,klo 06 - 23,60.467560,22.024320
,,P,05883,VENEKUJA 5,21100,NAANTALI,KAUPPA,K-SUPERMARKET UKKO-PEKKA,24 H AUKIOLO,,60.476890,22.042660
,,O,04045,VILUNTIE 3,21140,RYMÄTTYLÄ,PANKIN KONTTORI,OP RYMÄTTYLÄ,24 H AUKIOLO,,60.376491,21.945575
,,O,04195,KAUPPAKATU 2,21200,RAISIO,KAUPPAKESKUS,RAISION LIIKEKESKUS,24 H AUKIOLO,,60.487310,22.167060
,,T,40147,KAUPPAKUJA 2,21200,RAISIO,TAVARATALO,TOKMANNI RAISIO,LIIKETILAN AUKIOLO,,60.487310,22.167060
,,P,05933,VOUDINKATU 5,21200,RAISIO,KAUPPA,K-SUPERMARKET RAISIO CENTER,24 H AUKIOLO,,60.490290,22.170820
,,O,05197,KESKUSKAARI 5,21250,MASKU,PANKIN KONTTORI,OP MASKU,24 H AUKIOLO,,60.570205,22.095911
,,O,03826,NUMMENTIE 3,21270,NOUSIAINEN,PANKIN KONTTORI,OP NOUSIAINEN,24 H AUKIOLO,,60.598570,22.084450
,,O,03889,ITÄNIITYNTIE 15,21280,RAISIO,TAVARATALO,IKEA RAISIO,24 H AUKIOLO,,60.494620,22.229230
,,EP,05547,MYLLYNKATU 1,21280,RAISIO,KAUPPAKESKUS,MYLLY/MUSIIKKINURKKA,LIIKETILAN AUKIOLO,,60.490770,22.197830
,,EP,05548,MYLLYNKATU 1,21280,RAISIO,KAUPPAKESKUS,MYLLY,LIIKETILAN AUKIOLO,,60.490790,22.198080
,,T,40092,MYLLYNKATU 1,21280,RAISIO,KAUPPAKESKUS,MYLLY/PRISMA SIS.KÄYNTI,LIIKETILAN AUKIOLO,,60.490600,22.202730
,,P,05745,VANHATIE 2,21290,RUSKO,PANKIN KONTTORI,OP RUSKO,24 H AUKIOLO,,60.540880,22.221030
,,O,04672,TURUNTIE 2,21380,AURA,PANKIN KONTTORI,OP AURA,24 H AUKIOLO,,60.646206,22.590869
,,P,05663,HYVÄTTYLÄNTIE 4,21420,LIETO,PANKIN KONTTORI,SP LIETO,24 H AUKIOLO,,60.504816,22.458149
,,O+,40303,SIMPUKKATIE 8,21420,LIETO,TAVARATALO,TOKMANNI LIETO,LIIKETILAN AUKIOLO,,60.503670,22.464110
,,O,03747,KIRKKOTIE 2,21490,MARTTILA,PANKIN KONTTORI,OP MARTTILA,24 H AUKIOLO,,60.584671,22.900143
,,O,04703,LUKKARINTIE 2,21500,PIIKKIÖ,KAUPPA,K-MARKET PIIKKIÖ,24 H AUKIOLO,,60.425320,22.514620
,,P,05996,ASEMATIE 1,21530,PAIMIO,LIIKEKIINTEISTÖ,PAIMION TORIKESKUS,24 H AUKIOLO,,60.457940,22.688880
,,T,40153,VISTANTIE 21,21530,PAIMIO,PANKIN KONTTORI,OP PAIMIO,ITSEPALVELUALUEEN AUKIOLO,24/7,60.456200,22.689150
,,O,04818,VILJONTIE 1,21570,SAUVO,PANKIN KONTTORI,OP SAUVO,24 H AUKIOLO,,60.343120,22.693810
,,P,05746,KIRKKOESPLANADI 32,21600,PARAINEN,KAUPPA,K-SUPERMARKET REIMARI,24 H AUKIOLO,,60.308980,22.308190
,,T,40146,RANTATIE 20,21600,PARAINEN,PANKIN KONTTORI,OP PARAINEN,ITSEPALVELUALUEEN AUKIOLO,klo 6-23,60.301840,22.302040
,,O,04152,KESÄTORI 1,21660,NAUVO,PANKIN KONTTORI,OP NAUVO,24 H AUKIOLO,,60.192520,21.909695
,,O,04403,TURUNTIE 631,21870,RIIHIKOSKI,PANKIN KONTTORI,OP PÖYTYÄ,24 H AUKIOLO,,60.718570,22.603080
,,O,04309,HAVERINTIE 6,21900,YLÄNE,PANKIN KONTTORI,OP YLÄNE,24 H AUKIOLO,,60.878810,22.411230
,,O,04385,KÖPMANSGATAN 2,22100,MAARIANHAMINA,PANKIN KONTTORI,OP MAARIANHAMINA,24 H AUKIOLO,,60.101340,19.941880
,,P,06028,NYGATAN 2,22100,MAARIANHAMINA,PANKIN KONTTORI,ÅLANDSBANKEN - CITY,24 H AUKIOLO,,60.100440,19.943260
,,O,03805,STRANDHAGSVÄGEN 11,22100,MAARIANHAMINA,PANKIN KONTTORI,ÅLANDSBANKEN - STRANDNÄS,24 H AUKIOLO,,60.117580,19.942330
,,O+,40321,TORGGATAN 10,22100,MAARIANHAMINA,PANKIN KONTTORI,NORDEA MARIEHAMN,24 H AUKIOLO,,60.099200,19.941980
,,O+,40322,SPARVÄGEN 1,22150,JOMALA,KAUPPAKESKUS,KÖPCENTRUM MAXINGE,24 H AUKIOLO,,60.130080,19.933820
,,P,06031,VON KNORRINGSVÄGEN 1,22410,GODBY,PANKIN KONTTORI,ÅLANDSBANKEN - GODBY,24 H AUKIOLO,,60.233960,20.001810
,,O,04971,VIRASTOTIE 2,23100,MYNÄMÄKI,PANKIN KONTTORI,OP MYNÄMÄKI,24 H AUKIOLO,,60.679131,21.987756
,,O,04034,VINKKILÄNTIE 17,23200,VINKKILÄ,PANKIN KONTTORI,OP VINKKILÄ,24 H AUKIOLO,,60.686149,21.713575
